genre_ids,id,original_language,overview,release_date,title
['Comedy'],597628,en,"['When', 'Maia,', 'a', 'mixed', 'race', 'Latina', 'woman,', 'sets', 'out', 'to', 'reconnect', 'with', 'her', 'traditional', 'Mexican', 'roots', 'on', 'her', ""Nana's"", '100th', 'birthday,', 'things', 'go', 'terribly', 'wrong.']",2019-02-10,Pozole
['Thriller'],358403,fr,"['One', 'evening,', 'while', 'her', 'parents', 'go', 'out', 'for', 'dinner,', '18-year-old', 'Louise,', 'alone', 'in', 'her', 'hotel', 'room', 'at', 'Taj', 'Mahal', 'Mumbai,', 'hears', 'strange', 'noises', 'out', 'in', 'the', 'corridor.', 'Within', 'minutes,', 'she', 'realises', 'that', 'a', 'terrorist', 'attack', 'is', 'underway.', 'Her', 'only', 'connection', 'to', 'the', 'outside', 'world', 'is', 'her', 'cell', 'phone,', 'which', 'allows', 'her', 'to', 'maintain', 'contact', 'with', 'her', 'father,', 'who', 'is', 'desperately', 'trying', 'to', 'reach', 'her', 'from', 'the', 'other', 'side', 'of', 'a', 'city', 'that', 'has', 'been', 'plunged', 'into', 'chaos.', 'Louise', 'must', 'spend', 'a', 'long', 'night', 'alone', 'in', 'the', 'face', 'of', 'danger.', 'She', 'will', 'never', 'be', 'the', 'same', 'again.']",2015-12-02,Taj Mahal
"['Comedy', 'Action']",325358,en,"['Undercover', 'cop', 'Lucas', 'White', 'joins', 'Vin', ""Serento's"", 'gang', 'of', 'illegal', 'street', 'racers.', 'They', 'are', 'fast', 'and', 'they', 'are', 'furious', 'and', 'they', 'plan', 'to', 'double', 'cross', 'Los', 'Angeles', 'kingpin', 'Juan', 'Carlos', 'de', 'la', 'Sol,', 'who', 'hides', 'his', 'cash', 'in', 'a', 'downtown', 'Taco', 'Bell.']",2015-03-05,Superfast!
"['Thriller', 'Drama', 'Mystery']",183026,tl,"['A', 'heartbroken', 'young', 'woman', 'begins', 'a', 'sexual', 'relationship', 'with', 'a', 'struggling', 'artista,', 'not', 'knowing', 'that', 'her', 'new', 'beau', 'is', 'already', 'married.', 'As', 'the', 'truth', 'comes', 'out,', 'obsession', 'and', 'jealousy', 'bring', 'pain', 'into', 'all', 'their', 'lives.']",2012-11-21,Rigodon
"['Action', 'Drama']",191804,en,"['An', 'adolescent', 'arrives', 'in', 'a', 'new', 'town', 'where', 'he', 'tries', 'to', 'join', 'the', 'drag-racing', 'crowd.']",1958-03-01,Dragstrip Riot
"['Comedy', 'Crime', 'Thriller']",18892,en,"['When', 'an', 'exclusive', 'clique', 'of', 'teenage', 'socialites', 'accidentally', 'murder', 'their', 'best', 'friend', 'on', 'the', 'morning', 'of', 'her', 'birthday,', 'the', 'three', 'girls', 'responsible', 'conspire', 'to', 'hide', 'the', 'truth.']",1999-01-30,Jawbreaker
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",9659,en,"['In', 'the', 'ravaged', 'near-future,', 'a', 'savage', 'motorcycle', 'gang', 'rules', 'the', 'road.', 'Terrorizing', 'innocent', 'civilians', 'while', 'tearing', 'up', 'the', 'streets,', 'the', 'ruthless', 'gang', 'laughs', 'in', 'the', 'face', 'of', 'a', 'police', 'force', 'hell-bent', 'on', 'stopping', 'them.']",1979-04-12,Mad Max
[],695821,en,"['Bouma', 'follows', 'the', 'life', 'of', 'a', 'lady', 'living', 'with', 'her', 'always', 'complaining,', 'bickering', 'husband', 'Gobindo.', 'However,', 'after', 'he', 'dies,', 'his', 'widowed', 'wife', 'donates', 'his', 'body', 'to', 'a', 'scientist', 'and', 'researcher,', 'and', 'things', 'take', 'a', 'dark', '(but', 'hilarious)', 'twist.']",2019-02-08,Bouma
"['Drama', 'Romance']",12568,en,"['Befriended', 'by', 'aristocrat', 'Sebastian', 'Flyte,', 'Oxford', 'student', 'Charles', 'Ryder', 'finds', 'that', 'the', 'power', 'and', 'privilege', 'experienced', 'by', 'the', 'family', 'is', 'seductive.', 'On', 'a', 'visit', 'to', 'the', 'ancestral', 'home,', 'Brideshead,', 'he', 'falls', 'in', 'love', 'with', 'his', ""friend's"", 'sister,', 'Julia.', 'However,', 'as', 'his', 'ties', 'to', 'the', 'Flytes', 'deepen,', 'Ryder', 'finds', 'himself', 'at', 'odds', 'with', 'their', 'strong', 'Roman', 'Catholicism.']",2008-07-25,Brideshead Revisited
"['Action', 'Adventure', 'Science Fiction']",39522,en,"['When', 'a', 'science', 'experiment', 'goes', 'horribly', 'wrong,', 'gigantic', 'fish', 'gain', 'appetites', 'for', 'human', 'flesh.']",2010-04-10,Mega Piranha
"['Drama', 'Crime']",17985,da,"['Two', 'stories', 'for', 'the', 'price', 'of', 'one:', 'a', 'video', 'store', 'clerk', 'tries', 'to', 'get', 'acquainted', 'with', 'a', 'waitress;', 'a', 'man', 'beats', 'his', 'pregnant', 'wife,', 'unaware', 'that', 'her', 'brother', 'is', 'a', 'violent', 'racist.']",1999-08-06,Bleeder
"['TV Movie', 'Horror', 'Science Fiction', 'Action']",29792,en,"['Alien', 'creatures', 'emerge', 'from', 'the', 'sun', 'and', 'attack', 'Earth.']",2007-02-24,Fire Serpent
['Comedy'],213864,en,"['Two', 'brothers', 'befriend', 'an', 'escaped', 'mental', 'patient', '(""the', 'fat', 'guy"")', 'and', 'accompany', 'him', 'on', 'his', 'misadventures', 'in', 'the', 'big', 'city.']",1986-09-05,Fat Guy Goes Nutzoid
['Animation'],36197,ja,"['The', 'film', 'begins', 'with', 'around', 'Agumon,', 'Gaomon', 'and', 'Lalamon,', 'whose', 'partners', 'have', 'been', 'placed', 'in', 'a', 'magical', 'slumber', 'along', 'with', 'the', 'rest', 'of', ""city's"", 'population,', 'by', 'a', 'mysterious', 'thorned', 'vine', 'that', 'spread', 'throughout', 'the', 'city.', 'As', 'the', 'Digimon', 'make', 'their', 'way', 'through', 'the', 'silent', 'city,', 'they', 'stumble', 'upon', 'a', 'pack', 'of', 'Goblimon,', 'led', 'by', 'an', 'Ogremon,', 'who', 'are', 'attacking', 'a', 'young', 'girl.', 'They', 'scare', 'off', 'the', 'goblins,', 'and', 'the', 'girl,', 'Rhythm,', 'reveals', 'that', 'she', 'is', 'actually', 'a', 'Digimon,', 'then', 'explains', 'that', 'the', 'thorns', 'are', 'the', 'work', 'of', 'a', 'Digimon', 'named', 'Argomon.', 'The', 'quartet', 'sets', 'out', 'to', 'confront', 'the', 'villain', 'atop', 'his', 'skyscraper', 'lair.']",2006-12-09,Digimon Savers: The Movie - Ultimate Power! Activate Burst Mode!!
['Drama'],509771,ta,"['Solaiyamma', 'is', 'a', 'mother-less', 'woman', 'who', 'is', 'looked', 'after', 'by', 'her', 'father.', 'She', 'has', 'been', 'promised', 'in', 'marriage', 'with', 'her', 'relative', 'Balraj', 'and', 'they', 'are', 'in', 'love.', 'Vairavan', 'is', 'a', 'heartless', 'muscular', 'man', 'who', 'spreads', 'terror', 'among', 'the', 'villagers', 'and', 'rapes', 'the', 'village', 'girls.', 'One', 'night,', 'Vairavan', 'enters', ""Solaiyamma's"", 'house', 'and', 'tries', 'to', 'rape', 'Solaiyamma', 'but', 'she', 'stands', 'against', 'him', 'and', 'Vairavan', 'runs', 'away.', 'The', 'entire', 'village', 'thinks', 'that', 'she', 'has', 'been', 'raped', 'including', 'her', 'relatives', 'and', 'then', 'her', 'father', 'commits', 'suicide.', 'Thereafter,', 'she', 'is', 'rejected', 'by', 'the', 'village.', 'Vairavan', 'tortures', 'her', 'psychologically', 'to', 'spend', 'a', 'night', 'with', 'him.', 'What', 'transpires', 'later', 'forms', 'the', 'crux', 'of', 'the', 'story.']",1992-12-11,Solaiyamma
"['Animation', 'Action', 'Fantasy']",1338799,ja,"['Pursued', 'by', 'a', 'religious', 'cult', 'and', 'other', 'curse', 'users,', 'former', 'friends', 'Satoru', 'Gojo', 'and', 'Suguru', 'Geto', 'are', 'the', 'only', 'sorcerers', 'capable', 'of', 'carrying', 'the', 'difficult', 'task', 'of', 'protecting', 'Riko', 'Amanai,', 'a', 'student', 'who', 'has', 'been', 'designated', 'to', 'be', 'sacrificed', 'as', 'the', 'Star', 'Plasma', 'Vessel,', 'until', 'she', 'can', 'fulfill', 'her', 'duty.']",2025-05-30,JUJUTSU KAISEN: Hidden Inventory / Premature Death - The Movie
"['Comedy', 'Romance']",99247,ru,"['Every', 'year', 'on', 'the', 'International', 'Women’s', 'Day', 'telephone', 'networks', 'transfer', 'millions', 'of', 'phone', 'calls', 'and', 'SMS', 'messages.', 'The', 'vast', 'majority', 'of', 'phone', 'calls', 'are', 'addressed', 'to', 'the', 'most', 'important', 'women', 'in', 'lives', 'of', 'everyone', '-', 'to', 'our', 'mothers.', 'But', 'what', 'would', 'it', 'be', 'if', 'because', 'of', 'enormous', 'number', 'of', 'calls', 'telephone', 'network', 'breaks', 'down?', 'What', 'would', 'we', 'do?', 'Someone', 'would', 'wait', 'until', 'network', 'is', 'rebuilt', 'and', 'would', 'congratulate', 'his', 'mom', 'in', 'the', 'evening', 'or', 'even', 'the', 'next', 'day.', 'But', 'others,', 'like', 'the', 'heroes', 'of', 'our', 'movie,', 'would', 'change', 'their', 'plans', 'to', 'congratulate', 'their', 'moms', 'just', 'today', '...', 'personally', '...', 'as', 'a', 'kid!..']",2012-03-01,Mommies
"['Comedy', 'Family']",20737,en,"['A', 'lonely', 'boy', 'befriends', 'a', 'stray', 'dog', 'who', 'has', 'a', 'natural', 'talent', 'for', 'basketball', 'and', 'together', 'they', 'experience', 'the', 'highs', 'and', 'lows', 'of', 'life', 'as', 'their', 'friendship', 'remains', 'solid', 'through', 'a', 'series', 'of', 'escapades.']",1997-08-01,Air Bud
"['Drama', 'Romance']",405340,ja,"['Two', 'high', 'school', 'lesbians', 'have', 'their', 'relationship', 'tested', 'when', 'they', 'take', 'summer', 'jobs', 'at', 'a', 'resort', 'town', 'and', 'meet', 'various', 'men.']",1983-10-14,Sailor Uniform: Lily Lovers 2
"['Comedy', 'Drama', 'Crime']",1380486,id,"['Desperate', 'to', 'pay', 'their', ""father's"", 'medical', 'bills,', 'three', 'brothers', 'wind', 'up', 'in', 'a', 'world', 'of', 'trouble', 'when', 'they', 'try', 'to', 'burglarize', 'the', 'home', 'of', 'a', 'mob', 'boss.']",2024-12-19,Risky Business
"['TV Movie', 'Science Fiction', 'Action', 'Horror']",407624,en,"['A', 'group', 'of', 'lifeguards', 'attempt', 'to', 'kill', 'an', 'atomic', 'shark', 'that', 'is', 'terrorizing', 'the', 'coast', 'of', 'San', 'Diego.']",2016-07-24,Saltwater
"['Drama', 'Romance']",26731,en,"['Both', 'original', 'and', 'incredibly', 'romantic,', 'Redwoods', 'tells', 'the', 'story', 'of', 'an', 'already-partnered', 'man', 'whose', 'love', 'is', 'tested', 'when', 'a', 'mysterious', 'drifter', 'passes', 'through', 'his', 'small', 'Northern', 'California', 'town.']",2009-12-01,Redwoods
"['Thriller', 'Horror']",341035,en,"['A', 'young', 'couple', 'looking', 'to', 'rekindle', 'a', 'damaged', 'relationship', 'retreat', 'to', 'the', 'remote', 'Scottish', 'Highlands.', 'They', 'are', 'haunted', 'by', 'their', 'past,', 'their', 'surroundings', 'and', 'each', 'other.']",2014-01-01,Demon Baby
['Family'],331464,en,"['A', 'modern', 'retelling', 'of', 'Anna', 'Sewell’s', 'classic', 'novel,', 'Black', 'Beauty', 'explores', 'the', 'heartfelt', 'story', 'of', '15', 'year-old', 'Audry', 'who', 'makes', 'the', 'discovery', 'of', 'a', 'lifetime', 'whilst', 'volunteering', 'at', 'a', 'city', 'animal', 'shelter.', 'Rescued', 'from', 'an', 'abusive', 'owner', 'and', 'recovering', 'from', 'a', 'traumatic', 'past,', 'Black', 'Beauty', 'possesses', 'a', 'most', 'unique', 'quality', 'of', 'character,', 'endearing', 'itself', 'to', 'Audry', 'and', 'her', 'Grandpa', 'who', 'adopt', 'the', 'horse', 'in', 'order', 'to', 'give', 'it', 'a', 'second', 'chance', 'and', 'perhaps', 'even', 'help', 'revitalize', 'their', 'own', 'family', 'situation.', 'Aided', 'by', 'dedicated', 'trainer', 'James', 'and', 'tested', 'by', 'the', 'many', 'challenges', 'of', 'equine', 'life,', 'Black', 'Beauty', 'has', 'his', 'work', 'cut', 'out', 'for', 'him', 'as', 'he', 'embarks', 'on', 'a', 'remarkable', 'journey', 'of', 'discovery', 'and', 'friendship.']",2015-07-16,Black Beauty
"['Adventure', 'Fantasy', 'Romance', 'Family']",420817,en,"['A', 'kindhearted', 'street', 'urchin', 'named', 'Aladdin', 'embarks', 'on', 'a', 'magical', 'adventure', 'after', 'finding', 'a', 'lamp', 'that', 'releases', 'a', 'wisecracking', 'genie', 'while', 'a', 'power-hungry', 'Grand', 'Vizier', 'vies', 'for', 'the', 'same', 'lamp', 'that', 'has', 'the', 'power', 'to', 'make', 'their', 'deepest', 'wishes', 'come', 'true.']",2019-05-22,Aladdin
['Drama'],476008,en,"['A', 'songwriter', 'leaves', 'his', 'chorus', 'girl', 'sweetheart', 'to', 'join', 'the', 'US', 'Army', 'in', 'WWI.', 'In', 'France', 'he', 'falls', 'in', 'love', 'with', 'French', 'singer', 'Madelon.', 'He', 'is', 'crippled', 'in', 'action.', 'Back', 'in', 'the', 'States,', 'his', 'girl', 'friend', 'there', 'leaves', 'him.', 'But', 'Madelon', ""can't"", 'forget', 'him', 'and', 'comes', 'to', 'the', 'USA', 'to', 'work', 'there', 'as', 'singer.', 'Per', 'chance', 'she', 'meets', 'the', 'songwriter,', 'and', 'he', 'is', 'cured.', 'Singing', 'one', 'of', 'his', 'love', 'songs,', 'he', 'knows', 'that', 'he', 'has', 'found', 'the', 'right', 'girl.']",1929-07-20,Melody Lane
"['Drama', 'Crime', 'Thriller']",355251,ml,"['Oohakachavadam', 'is', 'a', '1988', 'Indian', 'Malayalam', 'film,', 'directed', 'by', 'K.', 'Madhu.', 'The', 'film', 'stars', 'Adoor', 'Bhasi,', 'Balachandra', 'Menon,', 'Murali', 'Suhasini', 'and', 'Prathapachandran', 'in', 'lead', 'roles.', 'The', 'film', 'had', 'musical', 'score', 'by', 'MG', 'Radhakrishnan.']",1988-09-09,Oohakachavadam
"['Action', 'Crime', 'Thriller']",1072699,pl,"['In', 'the', 'wake', 'of', 'murder,', 'new', 'Furioza', 'leader', 'Golden', 'claims', 'the', 'reins', 'of', 'his', 'violent', 'and', 'formidable', 'hooligan', 'gang', 'and', 'takes', 'on', 'a', 'new', 'focus', 'across', 'borders.']",2025-10-14,Inside Furioza
"['Horror', 'Thriller']",1010756,en,"['When', 'The', 'Strangers', 'learn', 'that', 'one', 'of', 'their', 'victims,', 'Maya,', 'is', 'still', 'alive,', 'they', 'return', 'to', 'finish', 'what', 'they’ve', 'started.']",2025-09-25,The Strangers: Chapter 2
"['Comedy', 'Drama']",358725,fr,"['Every', 'year,', 'Bruno', 'makes', 'a', 'tour', 'of', 'all', 'the', 'wine', 'stands,', 'without', 'setting', 'foot', 'outside', 'the', 'Show’s', 'premises', 'and', 'without', 'ever', 'finishing', 'his', 'wine', 'trail.', 'This', 'year,', 'his', 'father', 'suggests', 'they', 'finish', 'it', 'together,', 'but', 'a', 'real', 'wine', 'trail,', 'across', 'the', 'French', 'countryside.', 'Accompanied', 'by', 'Mike,', 'a', 'young,', 'quirky', 'taxi', 'driver,', 'they', 'set', 'off', 'in', 'the', 'direction', 'of', 'France’s', 'major', 'wine', 'regions.', 'Together,', 'they', 'are', 'going', 'to', 'discover', 'not', 'only', 'the', 'wine', 'trails,', 'but', 'also', 'the', 'road', 'that', 'leads', 'back', 'to', 'Love.']",2016-03-02,Saint Amour
"['Drama', 'Romance']",921706,tl,"['Two', 'lovers,', 'thirsty', 'for', 'sex...', 'clash', 'in', 'one', 'story', 'to', 'build', 'an', 'intense', 'passion', 'for', 'love', 'and', 'aspiration.']",2004-10-13,Room Service
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",351286,en,"['Three', 'years', 'after', 'Jurassic', 'World', 'was', 'destroyed,', 'Isla', 'Nublar', 'now', 'sits', 'abandoned.', 'When', 'the', ""island's"", 'dormant', 'volcano', 'begins', 'roaring', 'to', 'life,', 'Owen', 'and', 'Claire', 'mount', 'a', 'campaign', 'to', 'rescue', 'the', 'remaining', 'dinosaurs', 'from', 'this', 'extinction-level', 'event.']",2018-06-06,Jurassic World: Fallen Kingdom
"['Comedy', 'Thriller']",1189863,en,"['The', 'theatrical', 'directorial', 'debut', 'of', 'D.J.', 'Caruso']",1997-01-01,"Cyclops, Baby"
['Action'],34340,en,"['Twenty', 'years', 'ago,', 'Vietnam', 'turned', 'three', 'American', 'boys', 'into', 'men,', 'but', 'amidst', 'the', 'horror,', 'Johnny', 'Burke', 'cracked.', 'When', 'his', 'friends,', 'Max', 'and', 'Rudy,', 'stop', 'him', 'from', 'torturing', 'an', 'innocent', 'Cambodian', 'girl,', 'he', 'wheels', 'on', 'them', 'and,', 'aflame', 'with', 'hatred,', 'vows', 'vengeance.']",1989-08-24,American Eagle
"['Action', 'Comedy', 'Crime', 'Drama']",491916,hi,"['The', 'film', 'CHAMPION', 'is', 'a', 'tale', 'about', 'a', 'man', 'who', 'has', 'a', 'quest,', 'a', 'dream', 'to', 'be', 'the', 'best', 'of', 'the', 'best.', 'The', 'film', 'centres', 'on', 'four', 'main', 'characters,', 'namely', 'Rajveer', 'Singh', '(Sunny', 'Deol),', 'a', 'simpleton', 'from', 'a', 'village', 'in', 'Punjab,', 'whose', 'sole', 'dream', 'in', 'life', 'is', 'to', 'become', 'a', 'super-cop', 'and', 'wipe', 'off', 'all', 'crime.', 'After,', 'training,', 'he', 'gets', 'his', 'first', 'posting', 'at', 'Mumbai', 'for', 'a', 'special', 'assignment.', 'Bubbling', 'with', 'enthusiasm,', 'an', 'arrival,', 'he', 'is', 'shocked', 'to', 'find', 'that', 'his', 'job', 'is', 'to', 'protect', 'a', 'nine-year-old', 'boy,', 'Abbas', 'Khan', '(Abhishek', 'Sharma).', 'A', 'bodyguard,', 'after', 'all', 'the', 'rigorous', 'training', 'to', 'eliminate', 'hardcore', 'criminals!', 'Abbas', 'is', 'the', 'sole', 'heir', 'to', 'millions', 'of', 'riches', 'left', 'to', 'him', 'by', 'his', 'parents,', 'who', 'have', 'expired', 'in', 'a', 'drastic', 'plane', 'crash.']",2000-12-22,Champion
"['Comedy', 'Fantasy', 'Horror']",112092,sr,"['Trouble', 'usually', 'starts', 'when', 'the', 'power', 'falls', 'into', 'the', 'wrong', 'hands.', ""That's"", 'how', 'the', 'book', 'that', 'hides', 'an', 'ancient', 'evil', 'fell', 'to', 'Stanislav.', 'It', 'does', 'not', 'matter', 'whether', 'Stanislav', 'is', 'a', 'nice', 'guy', 'who', 'helps', 'old', 'ladies', 'cross', 'the', 'street,', 'a', 'psychopath,', 'nerd,', 'or', 'a', 'blood-thirsty', 'young', 'man.']",2006-04-19,Sheitan Warrior
['Comedy'],168040,it,"['When', 'a', 'stage', 'artist', 'is', 'send', 'to', 'fight', 'he', 'met', 'a', 'lovely', 'girl.']",1982-09-23,Holy Cow
"['Family', 'Adventure']",279148,nl,"['Frikke,', 'a', '14-year-old', 'boy,', 'discovers', 'a', 'sinister', 'computer', 'game', 'that', 'uses', 'real', 'children', 'from', 'his', 'neighbourhood', 'as', 'players.', 'In', 'a', 'race', 'against', 'time', 'Frikke', 'must', 'find', 'the', 'evil', 'creator', 'of', 'this', 'horrible', 'game.']",2014-07-02,Labyrinthus
['Drama'],573131,en,"['In', 'the', 'service', 'quarters', 'of', 'a', 'grand', 'hotel,', 'a', 'young', 'maid', 'and', 'a', 'man', 'meet', 'in', 'a', 'situation', 'which', 'breaks', 'all', 'certainties', 'and', 'identities.']",2007-09-03,Valzer
['Comedy'],57600,it,"['On', 'the', 'Adriatic', 'Riviera', 'the', 'destinies', 'of', 'a', 'variety', 'of', 'characters', 'cross.', 'A', 'piano', 'player', 'is', 'the', 'lover', 'of', 'a', 'rich', 'woman', 'who', 'wants', 'him', 'to', 'become', 'a', 'killer,', 'a', 'call', 'girl', 'is', 'looking', 'for', 'her', 'true', 'love,', 'two', 'workers', 'want', 'to', 'marry', 'two', 'old', 'billionaires.']",1991-12-19,Suntanned
"['Fantasy', 'Family', 'Adventure']",1278853,de,"['For', 'shapeshifter', 'Carag', 'and', 'his', 'friends', 'Brandon,', 'Holly,', 'and', 'Lou,', 'a', 'new', 'school', 'year', 'begins', 'at', 'Clearwater', 'High.', 'But', 'first,', 'the', 'Woodwalker', 'Council', 'must', 'decide', 'whether', ""Carag's"", 'mentor', 'and', 'patron', 'of', 'the', 'school,', 'Andrew', 'Milling,', 'is', 'guilty', 'of', 'attacking', 'humans.', 'Carag', 'is', 'in', 'a', 'dilemma:', 'he', 'wants', 'to', 'put', 'a', 'stop', 'to', ""Milling's"", 'actions,', 'but', 'Milling', 'promises', 'to', 'take', 'him', 'to', 'his', 'true', 'puma', 'family', 'if', 'he', 'covers', 'for', 'him', 'before', 'the', 'council.']",2026-01-29,Woodwalkers 2
"['Drama', 'Romance']",328513,hu,"['The', 'poetic', 'love', 'story', 'depicting', 'everyday', 'life', 'from', 'a', 'micro-psychological', 'aspect', 'takes', 'place', 'in', 'the', '1910s.', 'Sándor,', 'editor', 'of', 'the', 'local', 'paper,', 'serves', 'as', 'a', 'foot', 'soldier', 'on', 'Sundays,', 'but', 'spends', 'weekdays', 'playing', 'billiard', 'and', 'courting', 'women.', 'One', 'Sunday', 'afternoon', '-', 'in', ""soldier's"", 'uniform', '-', 'he', 'meets', 'Vilma,', 'the', 'beautiful', 'maid,', 'whose', 'honesty', 'and', 'chastity', 'turns', 'the', 'adventure', 'to', 'love.']",1957-03-03,A Sunday Romance
['Drama'],655843,id,"['Yanti', 'searches', 'for', 'her', 'missing', 'son.', 'Thomas,', 'a', 'father,', 'wants', 'to', 'reestablish', 'his', 'relationship', 'with', 'his', 'son,', 'while', 'Mongki,', 'a', 'street', 'child,', 'has', 'to', 'deal', 'with', 'the', 'violent', 'and', 'unjust', 'life', 'of', 'street', 'children', 'and', 'the', 'underworld.', 'The', 'three', 'characters', 'are', 'finally', 'brought', 'together', 'after', 'having', 'been', 'separated', 'for', 'years.']",2009-02-05,Sepuluh
"['Horror', 'Fantasy']",426063,en,"['A', 'gothic', 'tale', 'of', 'obsession', 'between', 'a', 'haunted', 'young', 'woman', 'and', 'the', 'terrifying', 'vampire', 'infatuated', 'with', 'her,', 'causing', 'untold', 'horror', 'in', 'its', 'wake.']",2024-12-25,Nosferatu
